RespId,weight_PID,complete_status,Q1_1,Q1_2,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_7,Q3_8,Q4,Q5,QPID,PPWORKA,ABCAGE,ppage,ppeducat,ppeduc5,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,ppreg9,pprent,ppstaten,ppemploy,ppt18ov,ppkid017,xspanish,xparty4,xurbanicity,Contact
260840281,1.2974,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,Better than you expected,A Republican,Homemaker,50-64,55,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,4,A one-family house detached from any other house,"$75,000 to $99,999",Now Married,Metro,South,West South Central,Rented for cash,Texas,Not working,3,1,English,Republican,Urban,"No, I am not willing to be interviewed"
260840282,.607,qualified,Unfavorable,Unfavorable,Approve,Approve,Disapprove,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Disapprove,Disapprove,Approve,Disapprove,Approve,Disapprove,Disapprove,Neither,Better than you expected,A Republican,Employed full-time (by someone else),65+,75,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Male,2,A one-family house detached from any other house,"$100,000 to $149,999",Now Married,Metro,South,West South Central,Owned or being bought by you or someone in your household,Texas,Working full-time,2,0,English,Republican,Suburban,"No, I am not willing to be interviewed"
260840283,.6108,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Neither,The same as you expected,A Democrat,Employed full-time (by someone else),30-49,38,Bachelors degree or higher,Bachelor’s degree,"Other, Non-Hispanic",Male,2,Building with 2 or more apartments,"$150,000 or more",Now Married,Metro,NorthEast,Middle Atlantic,Rented for cash,New York,Working full-time,2,0,English,Democrat,Urban,"Yes, I am willing to be interviewed"
260840284,.58,qualified,Unfavorable,Unfavorable,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Employed full-time (by someone else),30-49,34,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Male,3,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,MidWest,East North Central,Owned or being bought by you or someone in your household,Michigan,Working full-time,2,1,English,Democrat,Urban,"Yes, I am willing to be interviewed"
260840285,.5857,qualified,Unfavorable,Unfavorable,Approve,Approve,Disapprove,Approve,Disapprove,Approve,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Employed full-time (by someone else),30-49,32,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Male,2,Building with 2 or more apartments,"$150,000 or more",Never married,Metro,NorthEast,Middle Atlantic,Owned or being bought by you or someone in your household,New York,Working full-time,2,0,English,Democrat,Urban,"Yes, I am willing to be interviewed"
260840286,.8087,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Employed full-time (by someone else),30-49,49,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Female,3,A one-family house detached from any other house,"$100,000 to $149,999",Divorced,Metro,South,South Atlantic,Rented for cash,South Carolina,Working full-time,3,0,English,Democrat,Suburban,"No, I am not willing to be interviewed"
260840287,1.3013,qualified,Unfavorable,Unfavorable,Approve,Approve,Approve,Approve,Disapprove,Approve,Disapprove,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,"Didn’t read, see, or hear about the State of the Union address",An independent,Employed full-time (by someone else),30-49,42,Bachelors degree or higher,Master’s degree or above,"Black, Non-Hispanic",Male,3,A one-family house detached from any other house,"$100,000 to $149,999",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,North Carolina,Working full-time,2,1,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840288,.8327,qualified,Favorable,No opinion,Approve,Approve,Approve,Approve,Disapprove,Approve,Approve,Skipped,Skipped,Approve,Skipped,Approve,Approve,Disapprove,Skipped,Skipped,Both equally,Better than you expected,A Democrat,Retired,65+,66,Less than high school,No high school diploma or GED,Hispanic,Male,4,A one-family house detached from any other house,"$50,000 to $74,999",Never married,Metro,West,Pacific,Rented for cash,California,Not working,3,1,Spanish,Democrat,Urban,"Yes, I am willing to be interviewed"
260840289,1.5825,qualified,Favorable,Favorable,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Approve,Disapprove,Approve,Approve,Approve,Disapprove,Approve,Joe Biden,The same as you expected,An independent,Employed full-time (by someone else),18-29,26,High school,High school graduate (high school diploma or the equivalent GED),Hispanic,Female,4,A one-family house detached from any other house,"$100,000 to $149,999",Never married,Metro,South,South Atlantic,Rented for cash,South Carolina,Working full-time,4,0,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840290,.8656,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Retired,65+,77,High school,High school graduate (high school diploma or the equivalent GED),"Black, Non-Hispanic",Female,2,A one-family house detached from any other house,"$25,000 to $49,999",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,Virginia,Not working,2,0,English,Democrat,Urban,"No, I am not willing to be interviewed"
260840291,1.7843,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,"Didn’t read, see, or hear about the State of the Union address",An independent,Employed full-time (by someone else),18-29,29,Bachelors degree or higher,Master’s degree or above,"Black, Non-Hispanic",Female,1,One-family condo or townhouse attached to other units,"$100,000 to $149,999",Never married,Metro,South,East South Central,Owned or being bought by you or someone in your household,Tennessee,Working full-time,1,0,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840292,1.4937,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,Worse than you expected,A Republican,Employed full-time (by someone else),50-64,59,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,"Other (mobile home, boat, RV, van, etc.)","$75,000 to $99,999",Now Married,Metro,NorthEast,Middle Atlantic,Owned or being bought by you or someone in your household,Pennsylvania,Working full-time,2,0,English,Republican,Rural,"No, I am not willing to be interviewed"
260840293,.9938,qualified,Favorable,Unfavorable,Approve,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,The same as you expected,An independent,Retired,65+,70,Bachelors degree or higher,Bachelor’s degree,"Other, Non-Hispanic",Female,2,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,Arizona,Not working,2,0,English,Independent,Urban,"No, I am not willing to be interviewed"
260840294,1.1565,qualified,No opinion,Unfavorable,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,An independent,Retired,65+,70,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,A one-family house detached from any other house,"$75,000 to $99,999",Now Married,Metro,NorthEast,Middle Atlantic,Owned or being bought by you or someone in your household,New York,Not working,2,0,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840295,1.2022,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Disapprove,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,An independent,Self-employed,30-49,35,Bachelors degree or higher,Bachelor’s degree,Hispanic,Male,1,A one-family house detached from any other house,"$100,000 to $149,999",Never married,Non-Metro,West,Mountain,Owned or being bought by you or someone in your household,Colorado,Working full-time,1,0,English,Independent,Rural,"Yes, I am willing to be interviewed"
260840296,.9021,qualified,No opinion,Unfavorable,Disapprove,Disapprove,Approve,Disapprove,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Neither,"Didn’t read, see, or hear about the State of the Union address",A Democrat,Employed full-time (by someone else),50-64,53,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,3,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,Washington,Working full-time,3,0,English,Democrat,Urban,"No, I am not willing to be interviewed"
260840297,1.1866,qualified,Unfavorable,Unfavorable,Approve,Approve,Approve,Disapprove,Disapprove,Skipped,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Neither,"Didn’t read, see, or hear about the State of the Union address",An independent,Employed full-time (by someone else),50-64,62,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,Building with 2 or more apartments,"$50,000 to $74,999",Now Married,Metro,West,Mountain,Rented for cash,Colorado,Working full-time,2,0,English,Independent,Urban,"No, I am not willing to be interviewed"
260840298,1.1307,qualified,Unfavorable,Unfavorable,Skipped,Disapprove,Skipped,Skipped,Approve,Skipped,Skipped,Skipped,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Neither,"Didn’t read, see, or hear about the State of the Union address",Something else,Employed full-time (by someone else),50-64,57,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Female,2,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,Virginia,Working full-time,2,0,English,Something else,Suburban,"No, I am not willing to be interviewed"
260840299,.5857,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Disapprove,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,The same as you expected,A Democrat,Employed full-time (by someone else),30-49,39,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Male,4,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,NorthEast,New England,Owned or being bought by you or someone in your household,Massachusetts,Working full-time,2,2,English,Democrat,Suburban,"No, I am not willing to be interviewed"
260840300,.6916,qualified,Unfavorable,Unfavorable,Disapprove,Skipped,Skipped,Disapprove,Disapprove,Skipped,Disapprove,Disapprove,Skipped,Approve,Skipped,Approve,Skipped,Approve,Skipped,Skipped,Neither,The same as you expected,A Republican,Employed full-time (by someone else),30-49,43,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,2,Building with 2 or more apartments,"$25,000 to $49,999",Never married,Metro,West,Mountain,Rented for cash,Idaho,Working full-time,2,0,English,Republican,Urban,"Yes, I am willing to be interviewed"
260840301,1.4591,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,"Didn’t read, see, or hear about the State of the Union address",A Republican,Currently laid off,18-29,22,High school,High school graduate (high school diploma or the equivalent GED),Hispanic,Male,5,A one-family house detached from any other house,"$150,000 or more",Never married,Metro,West,Mountain,Owned or being bought by you or someone in your household,Colorado,Not working,5,0,English,Republican,Suburban,"No, I am not willing to be interviewed"
260840302,.9098,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Neither,"Didn’t read, see, or hear about the State of the Union address",Something else,Employed full-time (by someone else),30-49,42,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,1,One-family condo or townhouse attached to other units,"$25,000 to $49,999",Never married,Non-Metro,West,Mountain,Rented for cash,Nevada,Working full-time,1,0,English,Something else,Urban,"Yes, I am willing to be interviewed"
260840303,1.0008,qualified,Don’t know,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Neither,"Didn’t read, see, or hear about the State of the Union address",Something else,Homemaker,65+,65,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,A one-family house detached from any other house,"$50,000 to $74,999",Now Married,Non-Metro,MidWest,East North Central,Owned or being bought by you or someone in your household,Indiana,Not working,2,0,English,Something else,Rural,"No, I am not willing to be interviewed"
260840304,1.4968,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Approve,Donald Trump,"Didn’t read, see, or hear about the State of the Union address",An independent,Employed part-time (by someone else),30-49,31,High school,High school graduate (high school diploma or the equivalent GED),Hispanic,Male,2,A one-family house detached from any other house,"$50,000 to $74,999",Never married,Metro,NorthEast,Middle Atlantic,Rented for cash,New Jersey,Working part-time,2,0,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840305,.6378,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,"Didn’t read, see, or hear about the State of the Union address",A Republican,Employed full-time (by someone else),30-49,37,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Male,5,A one-family house detached from any other house,"$100,000 to $149,999",Now Married,Metro,South,East South Central,Owned or being bought by you or someone in your household,Alabama,Working full-time,2,3,English,Republican,Suburban,"Yes, I am willing to be interviewed"
260840306,1.0776,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,Worse than you expected,An independent,Employed full-time (by someone else),30-49,42,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,4,A one-family house detached from any other house,"$100,000 to $149,999",Now Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,Arizona,Working full-time,3,1,English,Independent,Urban,"No, I am not willing to be interviewed"
260840307,.6898,qualified,Unfavorable,Unfavorable,Approve,Disapprove,Disapprove,Approve,Disapprove,Approve,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,The same as you expected,A Democrat,Employed full-time (by someone else),18-29,27,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Male,2,Building with 2 or more apartments,"$100,000 to $149,999",Never married,Metro,South,South Atlantic,Rented for cash,District of Columbia,Working full-time,2,0,English,Democrat,Urban,"No, I am not willing to be interviewed"
260840308,.5617,qualified,Favorable,Unfavorable,Approve,Skipped,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Skipped,Disapprove,Disapprove,Skipped,Disapprove,Disapprove,Joe Biden,"Didn’t read, see, or hear about the State of the Union address",A Democrat,Employed full-time (by someone else),30-49,30,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Male,1,Building with 2 or more apartments,"$25,000 to $49,999",Never married,Metro,West,Mountain,Rented for cash,Colorado,Working full-time,1,0,English,Democrat,Suburban,"No, I am not willing to be interviewed"
260840309,.5783,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Disapprove,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,The same as you expected,A Democrat,Employed full-time (by someone else),65+,67,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Male,1,Building with 2 or more apartments,"$75,000 to $99,999",Widowed,Metro,MidWest,West North Central,Rented for cash,Minnesota,Working full-time,1,0,English,Democrat,Suburban,"Yes, I am willing to be interviewed"
260840310,.5917,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Retired,65+,76,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Female,1,One-family condo or townhouse attached to other units,"$75,000 to $99,999",Widowed,Metro,West,Pacific,Occupied without payment of cash rent,Washington,Not working,1,0,English,Democrat,Urban,"No, I am not willing to be interviewed"
260840311,.6509,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Retired,65+,65,High school,High school graduate (high school diploma or the equivalent GED),Hispanic,Male,2,A one-family house detached from any other house,"$100,000 to $149,999",Now Married,Metro,South,West South Central,Owned or being bought by you or someone in your household,Texas,Not working,2,0,English,Democrat,Urban,"No, I am not willing to be interviewed"
260840312,.5647,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Retired,65+,67,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Female,2,A one-family house detached from any other house,"$150,000 or more",Divorced,Metro,West,Pacific,Owned or being bought by you or someone in your household,California,Not working,2,0,English,Democrat,Suburban,"Yes, I am willing to be interviewed"
260840313,1.1894,qualified,No opinion,Don’t know,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Neither,"Didn’t read, see, or hear about the State of the Union address",Something else,Employed full-time (by someone else),30-49,45,Bachelors degree or higher,Bachelor’s degree,"Black, Non-Hispanic",Male,5,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,Georgia,Working full-time,2,3,English,Something else,Suburban,"Yes, I am willing to be interviewed"
260840314,.781,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Neither,"Didn’t read, see, or hear about the State of the Union address",A Republican,Employed full-time (by someone else),30-49,37,Bachelors degree or higher,Master’s degree or above,"2+ Races, Non-Hispanic",Male,5,Building with 2 or more apartments,"$150,000 or more",Now Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,California,Working full-time,2,3,English,Republican,Urban,"No, I am not willing to be interviewed"
260840315,.6898,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Disapprove,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Employed full-time (by someone else),18-29,28,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Male,2,One-family condo or townhouse attached to other units,"$100,000 to $149,999",Never married,Metro,South,South Atlantic,Rented for cash,Maryland,Working full-time,2,0,English,Democrat,Urban,"Yes, I am willing to be interviewed"
260840316,.9525,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Skipped,Approve,Disapprove,Disapprove,Skipped,Disapprove,Skipped,Approve,Approve,Disapprove,Skipped,Approve,Skipped,Approve,Neither,"Didn’t read, see, or hear about the State of the Union address",A Republican,Employed part-time (by someone else),30-49,41,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Female,6. Six or more,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,Utah,Working part-time,2,4,English,Republican,Suburban,"No, I am not willing to be interviewed"
260840317,1.0586,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Skipped,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,The same as you expected,An independent,Retired,65+,77,Less than high school,No high school diploma or GED,"White, Non-Hispanic",Female,2,A one-family house detached from any other house,"$25,000 to $49,999",Divorced,Metro,West,Mountain,Owned or being bought by you or someone in your household,Idaho,Not working,2,0,English,Independent,Suburban,"Yes, I am willing to be interviewed"
260840318,.7971,qualified,Unfavorable,Unfavorable,Skipped,Skipped,Disapprove,Skipped,Skipped,Skipped,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Neither,"Didn’t read, see, or hear about the State of the Union address",A Democrat,Full-time student,18-29,19,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,4,A one-family house detached from any other house,"$150,000 or more",Never married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,North Carolina,Not working,4,0,English,Democrat,Suburban,"No, I am not willing to be interviewed"
260840319,.6471,qualified,Don’t know,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,"Didn’t read, see, or hear about the State of the Union address",A Democrat,Employed full-time (by someone else),30-49,35,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Female,2,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,Delaware,Working part-time,2,0,English,Democrat,Suburban,"No, I am not willing to be interviewed"
260840320,.7902,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Disapprove,Approve,Approve,Approve,Approve,Donald Trump,The same as you expected,An independent,Self-employed,65+,66,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Male,2,A one-family house detached from any other house,"$100,000 to $149,999",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,Georgia,Working full-time,2,0,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840321,1.412,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,The same as you expected,A Republican,Employed full-time (by someone else),50-64,51,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,5,A one-family house detached from any other house,"$150,000 or more",Divorced,Metro,MidWest,East North Central,Owned or being bought by you or someone in your household,Wisconsin,Working full-time,5,0,English,Republican,Suburban,"No, I am not willing to be interviewed"
260840322,1.3804,qualified,Favorable,Unfavorable,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Neither,"Didn’t read, see, or hear about the State of the Union address",A Democrat,Employed full-time (by someone else),30-49,44,High school,High school graduate (high school diploma or the equivalent GED),"Black, Non-Hispanic",Male,2,"Other (mobile home, boat, RV, van, etc.)","Less than $10,000",Divorced,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,South Carolina,Working full-time,1,1,English,Democrat,Suburban,"No, I am not willing to be interviewed"
260840323,1.0945,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Approve,Approve,Disapprove,Donald Trump,"Didn’t read, see, or hear about the State of the Union address",Something else,Self-employed,18-29,27,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,2,Building with 2 or more apartments,"$75,000 to $99,999",Never married,Metro,MidWest,East North Central,Rented for cash,Ohio,Working full-time,2,0,English,Something else,Suburban,"No, I am not willing to be interviewed"
260840324,.5878,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Employed full-time (by someone else),30-49,44,Some college,Some college or Associate degree,Hispanic,Male,2,A one-family house detached from any other house,"$150,000 or more",Never married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,North Carolina,Working full-time,2,0,English,Democrat,Suburban,"No, I am not willing to be interviewed"
260840325,1.6362,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Neither,The same as you expected,An independent,Other,18-29,20,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,3,A one-family house detached from any other house,"$75,000 to $99,999",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,Washington,Not working,3,0,English,Something else,Suburban,"No, I am not willing to be interviewed"
260840326,1.326,qualified,Unfavorable,Unfavorable,Approve,Approve,Approve,Approve,Disapprove,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,An independent,Employed full-time (by someone else),30-49,47,Bachelors degree or higher,Bachelor’s degree,Hispanic,Male,3,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,NorthEast,New England,Owned or being bought by you or someone in your household,Massachusetts,Working full-time,2,1,English,Independent,Suburban,"Yes, I am willing to be interviewed"
260840327,1.2477,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Neither,The same as you expected,An independent,Employed part-time (by someone else),30-49,39,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,4,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,South,West South Central,Owned or being bought by you or someone in your household,Texas,Working part-time,2,2,English,Independent,Urban,"No, I am not willing to be interviewed"
260840328,1.4642,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Neither,"Didn’t read, see, or hear about the State of the Union address",A Republican,Employed part-time (by someone else),30-49,46,High school,High school graduate (high school diploma or the equivalent GED),Hispanic,Female,3,A one-family house detached from any other house,"$25,000 to $49,999",Never married,Metro,South,West South Central,Owned or being bought by you or someone in your household,Texas,Working part-time,3,0,English,Republican,Rural,"Yes, I am willing to be interviewed"
